,name,rating,interlinking,highly_rated,critical_rated,number_of_reviews,number_of_jobs
163,Persistent Systems,3.8,IT Services & Consulting | 10k-50k Employees | Public | 34 years old | Pune +33 more,Company Culture,Promotions / Appraisal,3k,12
164,Godrej & Boyce Manufacturing,3.9,Consumer Electronics & Appliances | 10k-50k Employees | Fortune India 500 | 127 years old | Mumbai +132 more,Job Security,Promotions / Appraisal,2.9k,56
165,Randstad,3.9,Recruitment | 5k-10k Employees | Conglomerate | 32 years old | Chennai +264 more,,"Promotions / Appraisal, Job Security",2.9k,256
166,Thermax Limited,4.2,Industrial Machinery | 1k-5k Employees | Public | 58 years old | Pune +180 more,"Job Security, Company Culture, Skill Development / Learning",,2.9k,85
167,Hetero Drugs,3.9,Pharma | 1k-5k Employees | 31 years old | Hyderabad/Secunderabad +46 more,Job Security,"Promotions / Appraisal, Salary & Benefits",2.9k,19
168,Deutsche Bank,4.1,Banking | 10k-50k Employees | Fortune India 500 | 154 years old | Frankfurt +38 more,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,2.9k,281
169,Macleods Pharmaceuticals,3.8,Pharma | 10k-50k Employees | Public | 38 years old | Mumbai +99 more,Job Security,Promotions / Appraisal,2.9k,--
170,Havells,4.1,Electrical Equipment | 5k-10k Employees | Public | 41 years old | Noida +182 more,"Work Life Balance, Salary & Benefits, Company Culture",,2.9k,61
171,CARS24,3.7,Internet | 5k-10k Employees | Indian Unicorn | 9 years old | Gurgaon +149 more,,"Job Security, Promotions / Appraisal, Work Satisfaction",2.9k,120
172,Team Lease,4,Recruitment | 1k-5k Employees | Public | 8 years old | Bangalore/Bengaluru +309 more,,Promotions / Appraisal,2.9k,20
173,Subros,4,Auto Components | 1k-5k Employees | Public | 39 years old | Noida +60 more,"Job Security, Skill Development / Learning, Company Culture","Salary & Benefits, Promotions / Appraisal",2.8k,3
174,Sodexo,4.1,Facility Management Services | 10k-50k Employees | Forbes Global 2000 | 16 years old | Issy les Moulineaux +132 more,"Company Culture, Skill Development / Learning, Work Life Balance",,2.8k,91
175,Abbott,4.2,Pharma | 10k-50k Employees | Public | 136 years old | Illinois City +171 more,"Company Culture, Salary & Benefits, Work Life Balance",Promotions / Appraisal,2.8k,139
176,VE Commercial Vehicles,4.1,Automobile | 1k-5k Employees | 16 years old | Gurgaon/Gurugram +127 more,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,2.8k,15
177,Indian Oil Corporation,4.5,Oil & Gas | 10k-50k Employees | Fortune India 500 | 65 years old | Delhi/NCR +255 more,"Company Culture, Work Life Balance, Skill Development / Learning",,2.8k,--
178,Whitehat jr,3.5,EdTech | 5k-10k Employees | Startup | 6 years old | Mumbai +50 more,,"Job Security, Promotions / Appraisal, Work Satisfaction",2.8k,188
179,Ford Motor,4.5,Automobile | 5k-10k Employees | Public | 121 years old | Dearborn +109 more,"Company Culture, Work Life Balance, Salary & Benefits",,2.8k,220
180,Tata Capital,4.2,NBFC | 5k-10k Employees | Fortune India 500 | 17 years old | Mumbai +234 more,"Job Security, Company Culture, Skill Development / Learning",,2.8k,1.3k
181,Automatic Data Processing (ADP),4.1,Software Product | 1k-5k Employees | Forbes Global 2000 | 75 years old | New Jersey +25 more,"Job Security, Company Culture, Work Life Balance",,2.8k,25
182,Bharat Electronics,4.2,Electronics Manufacturing | 5k-10k Employees | Fortune India 500 | 70 years old | Bangalore/Bengaluru +53 more,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,2.8k,--
183,Cummins,4.4,Industrial Machinery | 1k-5k Employees | Fortune India 500 | 105 years old | Columbus +83 more,"Company Culture, Work Life Balance, Skill Development / Learning",,2.8k,20
184,ITC Infotech,3.7,IT Services & Consulting | 10k-50k Employees | 24 years old | Bangalore/Bengaluru +52 more,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",2.8k,447
185,Access Healthcare,4,IT Services & Consulting | 5k-10k Employees | 13 years old | Dallas +30 more,"Job Security, Company Culture",,2.7k,130
186,R1 RCM,4,Healthcare | 5k-10k Employees | 17 years old | Murray +32 more,"Job Security, Company Culture, Work Life Balance",,2.7k,65
187,American Express,4.3,Financial Services | 10k-50k Employees | Forbes Global 2000 | 174 years old | New York City +44 more,"Company Culture, Work Life Balance, Salary & Benefits",,2.7k,131
188,Alembic Pharmaceuticals,4.1,Pharma | 10k-50k Employees | Public | 117 years old | Vadodara/Baroda +151 more,"Salary & Benefits, Work Life Balance",,2.7k,57
189,Pidilite Industries,4.4,Chemicals | 5k-10k Employees | Public | 65 years old | Mumbai +238 more,"Job Security, Company Culture, Work Life Balance",,2.7k,30
190,Tata AIA Life Insurance,4.1,Insurance | 10k-50k Employees | 23 years old | Mumbai +327 more,"Job Security, Salary & Benefits, Skill Development / Learning",,2.7k,1
191,UnitedHealth,4.1,Healthcare | 10k-50k Employees | Forbes Global 2000 | 47 years old | Minnetonka +16 more,"Job Security, Work Life Balance, Company Culture",,2.7k,3
192,Hindalco Industries,4.3,Metals & Mining | 10k-50k Employees | Public | 66 years old | Mumbai +87 more,"Job Security, Skill Development / Learning, Company Culture",,2.7k,6
193,Alkem Laboratories,4,Pharma | 10k-50k Employees | Public | 51 years old | Mumbai +163 more,,,2.6k,22
194,Aakash Educational Services,3.6,EdTech | 5k-10k Employees | 36 years old | New Delhi +207 more,,"Work Life Balance, Promotions / Appraisal, Work Satisfaction",2.7k,80
195,Publicis Sapient,3.6,IT Services & Consulting | 10k-50k Employees | 34 years old | New York +27 more,,"Promotions / Appraisal, Job Security, Work Satisfaction",2.7k,27
196,Atos,3.8,IT Services & Consulting | 10k-50k Employees | Forbes Global 2000 | 27 years old | Vilnius +41 more,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",2.7k,--
197,Utkarsh Small Finance Bank,4,Banking | 10k-50k Employees | Public | 15 years old | Varanasi +302 more,Job Security,,2.6k,17
198,DCB Bank,3.9,Banking | 5k-10k Employees | Fortune India 500 | 94 years old | Mumbai +303 more,"Job Security, Work Life Balance, Company Culture",,2.6k,28
199,Hindustan Coca Cola Beverages,4.3,Beverage | 5k-10k Employees | 27 years old | Bangalore +218 more,"Skill Development / Learning, Job Security, Salary & Benefits",,2.6k,58
200,Indian Air Force,4.7,Defence & Aerospace | 1 Lakh+ Employees | 92 years old | New Delhi +115 more,"Job Security, Skill Development / Learning, Salary & Benefits",,2.6k,--
201,Vishal Mega Mart,3.9,Retail | 10k-50k Employees | 16 years old | Gurgaon/Gurugram +318 more,Salary & Benefits,"Company Culture, Work Satisfaction, Job Security",2.6k,3
202,Barclays,4,Banking | 10k-50k Employees | Forbes Global 2000 | 334 years old | London +31 more,"Job Security, Company Culture, Work Life Balance",,2.6k,--
203,Berger Paints,3.8,Chemicals | 1k-5k Employees | Public | 101 years old | Kolkata +254 more,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",2.6k,32
204,Marpu Foundation,4.9,Non-Profit | 51-200 Employees | 8 years old | Hyderabad/Secunderabad +55 more,"Company Culture, Work Satisfaction, Skill Development / Learning",,2.6k,--
205,Glenmark Pharmaceuticals,4,Pharma | 10k-50k Employees | Public | 47 years old | Mumbai +140 more,"Job Security, Skill Development / Learning, Salary & Benefits",,2.6k,44
206,Ipca Laboratories,4,Pharma | 10k-50k Employees | Public | 75 years old | Mumbai +127 more,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",2.6k,50
207,Jindal Steel and Power,4,Iron & Steel | 5k-10k Employees | Fortune India 500 | 45 years old | Delhi/NCR +118 more,"Skill Development / Learning, Job Security",Promotions / Appraisal,2.5k,24
208,Bank of America,4.4,Banking | 10k-50k Employees | Fortune India 500 | 26 years old | Charlotte +31 more,"Job Security, Work Life Balance, Company Culture",,2.5k,1
209,Maersk,4.3,Logistics | 10k-50k Employees | 120 years old | Copenhagen +35 more,"Company Culture, Work Life Balance, Job Security",,2.5k,23
210,DTDC Express,3.8,Logistics | 1k-5k Employees | 34 years old | Bangalore/Bengaluru +229 more,,"Promotions / Appraisal, Salary & Benefits",2.5k,33
211,24/7 Customer,3.6,BPO | 5k-10k Employees | 24 years old | San Jose +26 more,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.5k,23
212,Aarti Industries,4.2,Agro Chemicals | 5k-10k Employees | Public | 49 years old | Mumbai +43 more,"Job Security, Work Life Balance, Skill Development / Learning",,2.5k,33
213,ABB Group,4.1,Industrial Automation | 1k-5k Employees | Public | 36 years old | Zurich +98 more,"Job Security, Company Culture, Work Life Balance",,2.5k,3
214,Honda Motorcycle & Scooter,4.2,Automobile | 10k-50k Employees | 23 years old | Gurgaon/Gurugram +217 more,"Job Security, Company Culture, Work Life Balance",,2.5k,--
215,Wipro Infotech,4,IT Services & Consulting | 1 Lakh+ Employees (Global) | MNC | 79 years old | Bangalore +117 more,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,2.5k,--
216,Carelon Global Solutions,4,IT Services & Consulting | 10k-50k Employees | Hyderabad / Secunderabad +13 more,"Job Security, Salary & Benefits, Company Culture",,2.5k,44
217,Johnson Controls,3.7,Industrial Automation | 5k-10k Employees | Public | 139 years old | Cork +48 more,,"Promotions / Appraisal, Work Satisfaction",2.5k,31
218,HDFC Ergo General Insurance,4.1,Insurance | 10k-50k Employees | Public | 22 years old | Mumbai +234 more,"Job Security, Company Culture, Work Life Balance",,2.5k,--
219,NatWest Group,4,Banking | 10k-50k Employees | Forbes Global 2000 | Gurgaon / Gurugram +22 more,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,2.5k,10
220,PolicyBazaar,3.5,Internet | 10k-50k Employees | Public | 16 years old | Gurgaon +89 more,,"Work Life Balance, Promotions / Appraisal, Company Culture",2.5k,67
221,CMS IT Services,3.2,IT Services & Consulting | 5k-10k Employees | Startup | 10 years old | Bangalore +138 more,,"Promotions / Appraisal, Salary & Benefits, Company Culture",2.5k,5
222,Cogent E Services,3.4,BPO | 10k-50k Employees | Conglomerate | 20 years old | Noida +37 more,,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",2.5k,2
223,MRF Tyres,3.8,Auto Components | 10k-50k Employees | Public | 78 years old | Chennai +163 more,Job Security,"Company Culture, Work Satisfaction, Work Life Balance",2.5k,16
224,RBL Bank,3.8,Banking | 10k-50k Employees | Public | 81 years old | Mumbai +226 more,,Promotions / Appraisal,2.5k,42
225,Reliance Nippon Life Insurance,3.9,Insurance | 10k-50k Employees | 24 years old | Mumbai +432 more,,,2.5k,3
226,Paras Hospital,4.6,Healthcare | 1k-5k Employees | 18 years old | Gurgaon/Gurugram +48 more,"Skill Development / Learning, Company Culture, Work Life Balance",,2.5k,33
227,Reliance Digital,4.2,Retail | 5k-10k Employees | 17 years old | Mumbai +310 more,"Job Security, Skill Development / Learning, Company Culture",,2.5k,--
228,PNB MetLife,3.5,Insurance | 5k-10k Employees | Conglomerate | 23 years old | Mumbai +327 more,,"Job Security, Work Satisfaction, Promotions / Appraisal",2.5k,1.6k
229,Jubilant Foods Works,3.9,Hospitality | 10k-50k Employees | Public | 29 years old | Noida +196 more,"Skill Development / Learning, Salary & Benefits",,2.5k,23
230,Escorts Kubota Limited,4.1,Automobile | 1k-5k Employees | Public | 80 years old | Faridabad +136 more,"Skill Development / Learning, Company Culture, Work Life Balance",,2.4k,--
231,GeBBS Healthcare Solutions,3.7,BPO | 5k-10k Employees | 19 years old | Culver City +18 more,Job Security,"Promotions / Appraisal, Salary & Benefits",2.4k,32
232,Wipro Consumer Care & Lighting,3.9,FMCG | 1k-5k Employees | 79 years old | Bangalore/Bengaluru +96 more,Job Security,Promotions / Appraisal,2.4k,9
233,Ceat Tyres,4.1,Auto Components | 5k-10k Employees | Public | 66 years old | Mumbai +115 more,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,2.4k,13
234,Kotak Mahindara Life Insurance,3.9,Insurance | 10k-50k Employees | Public | 23 years old | Mumbai +211 more,Job Security,,2.4k,164
235,Dabur,3.9,FMCG | 5k-10k Employees | Public | 140 years old | Ghaziabad +253 more,,Promotions / Appraisal,2.4k,22
236,Axis Direct,3.9,Financial Services | 1k-5k Employees | 13 years old | San Mateo +272 more,,Promotions / Appraisal,2.4k,15
237,JK Cement,4.2,Building Material | 1k-5k Employees | Public | 49 years old | Nimbahera +245 more,"Salary & Benefits, Company Culture, Job Security",,2.4k,--
238,Conduent,3.6,BPO | 5k-10k Employees | 7 years old | Florham Park +22 more,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",2.4k,92
239,InterGlobe Aviation,3.6,Aviation | 10k-50k Employees | Fortune India 500 | 19 years old | Gurgaon/Gurugram +89 more,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",2.4k,52
240,Synechron,3.7,IT Services & Consulting | 10k-50k Employees | 23 years old | New York +26 more,"Salary & Benefits, Skill Development / Learning",Job Security,2.4k,52
241,Shoppers Stop,4.1,Retail | 5k-10k Employees | Public | 33 years old | Mumbai +65 more,"Job Security, Company Culture, Skill Development / Learning",,2.3k,1
242,Birlasoft,3.8,IT Services & Consulting | 10k-50k Employees | Public | 29 years old | Pune +35 more,,"Promotions / Appraisal, Salary & Benefits",2.4k,325
243,ACC,4,Building Material | 5k-10k Employees | Public | 88 years old | Mumbai +219 more,,Promotions / Appraisal,2.3k,--
244,Lenskart,3.3,Internet | 5k-10k Employees | Indian Unicorn | 14 years old | Faridabad +166 more,,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",2.4k,107
245,HARMAN,3.9,Consumer Electronics & Appliances | 5k-10k Employees | Public | 15 years old | Stamford +28 more,Work Life Balance,Promotions / Appraisal,2.3k,5
246,ArcelorMittal Nippon Steel,4.1,Iron & Steel | 5k-10k Employees | Conglomerate | Surat +68 more,"Job Security, Skill Development / Learning, Work Life Balance",,2.3k,8
247,Reliance SMSL,4,BPO | 1k-5k Employees | Public | 17 years old | Mumbai +486 more,"Skill Development / Learning, Work Life Balance, Salary & Benefits",Promotions / Appraisal,2.3k,--
248,GATI-KWE,4,Logistics | 1k-5k Employees | 12 years old | Hyderabad/Secunderabad +159 more,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,2.3k,8
249,Indiabulls Home Loans,3.9,NBFC | 5k-10k Employees | Public | 19 years old | Gurgaon/Gurugram +191 more,,Promotions / Appraisal,2.3k,2
250,KPIT Technologies,3.6,Software Product | 5k-10k Employees | Public | 34 years old | Pune +32 more,,"Promotions / Appraisal, Job Security, Work Satisfaction",2.3k,43
251,PepsiCo,4.2,Food Processing | 1 Lakh+ Employees | Public | 59 years old | Harrison +231 more,"Job Security, Company Culture, Skill Development / Learning",,2.3k,250
252,UPL,4.2,Agro Chemicals | 5k-10k Employees | Public | 55 years old | Mumbai +159 more,"Job Security, Skill Development / Learning, Work Life Balance",,2.3k,44
253,S&P Global,4.2,Analytics & KPO | 10k-50k Employees | Public | 164 years old | New York City +24 more,"Company Culture, Work Life Balance, Job Security",,2.3k,19
254,Torrent Pharmaceuticals,4,Pharma | 10k-50k Employees | Public | 53 years old | Ahmedabad +101 more,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",2.3k,15
255,Dilip Buildcon,4.1,Engineering & Construction | 10k-50k Employees | Public | 37 years old | Bhopal +190 more,"Skill Development / Learning, Work Satisfaction",,2.2k,11
256,RSPL Group,4.2,FMCG | 10k-50k Employees | 36 years old | Mumbai +206 more,"Job Security, Skill Development / Learning, Work Life Balance",,2.3k,17
257,Tech Mahindra Business Services,3.5,BPO | 5k-10k Employees | Public | 21 years old | Mumbai +48 more,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.3k,1
258,Square Yards,3.9,Internet | 1k-5k Employees | 11 years old | Gurgaon +41 more,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",,2.2k,587
259,Titan Company,4.4,Retail | 5k-10k Employees | Public | 40 years old | Bangalore +145 more,"Company Culture, Job Security, Skill Development / Learning",,2.2k,10
260,Wipro Enterprises Ltd,3.9,IT Services & Consulting | 501-1k Employees | 79 years old | Bangalore +101 more,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,2.2k,--
261,TVS Credit,4.5,NBFC | 10k-50k Employees | Public | 16 years old | Chennai +310 more,"Job Security, Skill Development / Learning, Company Culture",,2.2k,21
262,Tata AIG,4.2,Insurance | 5k-10k Employees | 24 years old | Mumbai +222 more,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,2.2k,55
